UMAP1,UMAP2,cell_type,anatomical_division_label
4.1407065,3.0906432,Oligodendrocyte,Thalamus
2.832456,3.0929494,Activated Microglia,Cerebral cortex
3.8426082,-8.604839,Unknown,Midbrain
11.668532,0.23131204,Astrocyte,Basal nuclei
11.6846695,12.545462,Border Macrophage,Myelencephalon
12.078711,1.2956508,Astrocyte,Basal nuclei
2.354591,2.490992,Activated Microglia,Midbrain
2.016279,1.7250882,Activated Microglia,Cerebral cortex
-3.8770955,3.5677705,Activated Microglia,Pons
-1.0222056,11.615945,Pericyte,Thalamus
1.2175896,0.8681904,Oligodendrocyte,Myelencephalon
2.157561,4.761395,Activated Microglia,Cerebral cortex
-2.3123002,4.637957,Activated Microglia,Midbrain
3.5850027,0.39891016,Oligodendrocyte,Basal nuclei
-0.8524419,-8.788277,Unknown,Cerebral cortex
10.973645,1.7749695,Astrocyte,Midbrain
-0.2697957,-8.946121,Unknown,Cerebral cortex
11.813462,1.6022081,Astrocyte,Myelencephalon
3.4835536,3.999171,Activated Microglia,Cerebral cortex
0.2817026,1.2917361,Oligodendrocyte,Basal nuclei
2.9700384,-8.1738825,Unknown,Thalamus
0.7195941,14.291819,Pericyte,Myelencephalon
3.7895474,15.117835,Astrocyte_2,Hippocampus
0.9266643,14.241809,Pericyte,Midbrain
10.044579,1.4306532,nan,Hypothalamus
2.8131204,3.7191477,Activated Microglia,Basal nuclei
-0.1811984,2.8947215,Activated Microglia,Basal nuclei
0.6380181,14.276804,Pericyte,Pons
5.5943594,15.126397,Astrocyte_2,Basal forebrain
1.5780029,1.8218806,Oligodendrocyte,Cerebral cortex
4.3934855,15.228545,Astrocyte_2,Amygdaloid complex
5.805072,13.145049,Astrocyte_2,Cerebral cortex
-0.17693901,-1.1067657,Oligodendrocyte,Pons
5.365054,15.848365,Astrocyte_2,Hypothalamus
2.660512,5.8256326,Activated Microglia,Claustrum
-1.3774453,2.6690073,Activated Microglia,Pons
1.8551861,-0.28583074,Oligodendrocyte,Cerebral cortex
0.61177135,-10.34581,Unknown,Cerebral cortex
-0.40182373,13.194359,Pericyte,Thalamus
0.078584984,4.0896254,Activated Microglia,Cerebellum
2.051449,6.7245007,Activated Microglia,Thalamus
3.7375145,-1.1992993,Oligodendrocyte,Thalamus
0.108691335,2.288813,Endothelial,Thalamus
-0.7063205,-0.9526307,Oligodendrocyte,Midbrain
2.2328885,5.4262214,Activated Microglia,Spinal cord
2.2166538,-0.05227608,Oligodendrocyte,Extended amygdala
-0.64457065,2.6494772,Activated Microglia,Spinal cord
3.146301,2.421073,Activated Microglia,Pons
5.4212646,14.643474,Astrocyte_2,Cerebral cortex
1.5820671,-8.41611,Unknown,Amygdaloid complex
-0.57667935,12.192642,Pericyte,Pons
12.50414,4.473827,Astrocyte,Midbrain
1.5087025,1.2896084,Oligodendrocyte,Cerebral cortex
12.0621805,4.1422634,Astrocyte,Midbrain
3.4402714,-9.020757,Unknown,Cerebral cortex
2.5810747,5.570678,Activated Microglia,Midbrain
3.4505649,5.2878604,Activated Microglia,Thalamus
4.244463,1.865278,Oligodendrocyte,Cerebral cortex
2.8018148,3.066893,Activated Microglia,Amygdaloid complex
1.7495222,-8.813348,Unknown,Thalamus
-1.4286618,0.6697377,Endothelial,Basal nuclei
3.4520566,20.882923,Ependymal,Cerebellum
-0.5566548,15.391701,Pericyte,Cerebellum
0.17611045,3.6215148,Activated Microglia,Midbrain
0.02597682,14.320408,Pericyte,Cerebellum
2.2025092,4.0672097,Activated Microglia,Basal forebrain
-3.3659854,4.4900656,Activated Microglia,Basal nuclei
1.0302949,0.18290983,Oligodendrocyte,Myelencephalon
-1.4781566,0.13702047,Endothelial,Basal nuclei
-0.7162575,14.215929,Pericyte,Midbrain
3.4207013,3.5793166,Activated Microglia,Hippocampus
-0.65401715,4.3266826,Activated Microglia,Midbrain
12.58871,12.82401,Border Macrophage,Hippocampus
11.722901,1.1679832,Astrocyte,Basal nuclei
-2.3633676,13.74189,Pericyte,Cerebellum
0.43245688,5.88229,Activated Microglia,Midbrain
-2.3807404,0.72804356,Endothelial,Pons
11.8035345,1.2983625,Astrocyte,Basal nuclei
1.1862344,4.1010437,Activated Microglia,Hippocampus
-2.9607694,4.8173194,Activated Microglia,Pons
6.508751,14.645105,Astrocyte_2,Cerebral cortex
1.857954,-0.30139157,Oligodendrocyte,Thalamus
12.77579,1.6099646,Astrocyte,Thalamus
2.4259043,-7.358598,Unknown,Thalamus
5.119546,14.543981,Astrocyte_2,Hippocampus
12.797193,4.1561446,Astrocyte,Hippocampus
0.4424555,-7.4098024,Unknown,Thalamus
4.760107,3.9923124,Activated Microglia,Cerebral cortex
10.902036,2.587418,Astrocyte,Cerebral cortex
3.4293618,5.7149844,Activated Microglia,Thalamus
12.361429,4.9918327,Astrocyte,Claustrum
13.590262,2.8943298,Astrocyte,Thalamus
-2.6857352,12.325607,Pericyte,Basal nuclei
1.1427511,1.7716511,Activated Microglia,Basal nuclei
4.7967653,-8.82243,Unknown,Pons
-0.18473636,-9.103981,Unknown,Cerebral cortex
0.44850305,-8.62091,Unknown,Cerebral cortex
3.693923,-0.7296195,Oligodendrocyte,Hippocampus
-2.26314,14.283222,Pericyte,Midbrain
6.43742,13.609919,Astrocyte_2,Cerebral cortex
4.355665,4.357563,Activated Microglia,Hippocampus
10.778678,1.8753754,Astrocyte,Myelencephalon
3.0586393,0.6994547,Oligodendrocyte,Cerebral cortex
2.6270447,-9.525116,Unknown,Cerebral cortex
4.283852,3.7919278,Activated Microglia,Hypothalamus
3.8306217,2.029903,Oligodendrocyte,Basal nuclei
2.1819127,2.2676356,Activated Microglia,Cerebral cortex
8.659823,6.9422307,Fibroblast,Hippocampus
-1.0009558,1.0252155,Endothelial,Cerebellum
2.8578255,5.8602037,Activated Microglia,Cerebral cortex
1.7119766,0.07512366,Oligodendrocyte,Hippocampus
2.8658912,5.3611474,Activated Microglia,Claustrum
3.1120274,4.5441384,Activated Microglia,Basal forebrain
3.2783265,15.2064,Astrocyte_2,Hippocampus
-2.9251928,4.703576,Activated Microglia,Spinal cord
-0.9332212,6.5116873,Activated Microglia,Amygdaloid complex
0.009371156,-8.368549,Unknown,Hippocampus
5.0177217,14.087859,Astrocyte_2,Amygdaloid complex
-0.8088792,15.284185,Pericyte,Pons
2.6806426,-7.690715,Unknown,Thalamus
12.528467,4.0726676,Astrocyte,Amygdaloid complex
3.9327488,-8.145506,Unknown,Myelencephalon
0.7725302,1.9771193,Activated Microglia,Midbrain
-4.1821103,4.787606,Activated Microglia,Myelencephalon
0.34396553,2.78616,Endothelial,Cerebral cortex
0.4525801,-8.46206,Unknown,Hippocampus
2.540705,20.722513,Ependymal,Cerebellum
0.6989187,4.803157,Activated Microglia,Myelencephalon
5.2493277,13.975081,Astrocyte_2,Cerebral cortex
3.9788175,-8.211593,Unknown,Midbrain
12.652098,3.1642177,Astrocyte,Pons
5.801754,14.56392,Astrocyte_2,Claustrum
-1.1368487,4.3151035,Activated Microglia,Midbrain
-1.398057,0.8800092,Endothelial,Basal nuclei
-0.1826926,-7.8571596,Unknown,Basal nuclei
1.2987626,2.8499124,Activated Microglia,Midbrain
-3.6861372,1.964696,Endothelial,Myelencephalon
3.2994413,3.9647841,Activated Microglia,Thalamus
-2.8489084,4.0496826,Activated Microglia,Cerebellum
1.9447908,14.307762,Astrocyte_2,Extended amygdala
-3.9710069,4.2483497,Activated Microglia,Pons
1.5945088,4.216268,Activated Microglia,Basal forebrain
-2.7452939,1.112188,Endothelial,Pons
2.346143,6.6645794,Activated Microglia,Thalamus
13.811663,1.899185,Astrocyte,Cerebellum
12.431932,1.7659072,Astrocyte,Basal nuclei
-1.2052358,5.7428055,Activated Microglia,Pons
1.0212537,5.778359,Activated Microglia,Thalamus
-3.6003501,4.922529,Activated Microglia,Myelencephalon
-0.18869144,-8.689674,Unknown,Cerebral cortex
2.9460568,-0.33898982,Oligodendrocyte,Pons
2.1827853,5.604893,Activated Microglia,Thalamus
2.7898555,5.5252748,Activated Microglia,Claustrum
9.180269,10.041858,Choroid Plexus,Thalamus
-4.165992,5.8108726,Activated Microglia,Pons
-0.059666116,2.099242,Endothelial,Basal nuclei
1.2203938,6.908389,Activated Microglia,Thalamus
1.5992802,4.5396876,Activated Microglia,Midbrain
1.8082668,-6.974926,Unknown,Hippocampus
2.5614362,1.5139551,Activated Microglia,Cerebral cortex
0.48716307,14.667105,Pericyte,Myelencephalon
3.0815737,2.909712,Activated Microglia,Thalamus
1.924152,-10.045406,Unknown,Basal forebrain
3.8595679,4.554962,Activated Microglia,Hippocampus
11.989976,0.14190188,Astrocyte,Myelencephalon
-0.03263297,-9.887548,Unknown,Cerebral cortex
12.581673,-0.19696373,Astrocyte,Basal nuclei
6.098669,15.318382,Astrocyte_2,Cerebral cortex
0.54234993,0.8743212,Oligodendrocyte,Pons
1.7703116,1.9480828,Activated Microglia,Basal forebrain
1.1622207,0.34260786,Oligodendrocyte,Thalamus
0.13649043,3.1955047,Activated Microglia,Cerebral cortex
4.53407,15.280406,Astrocyte_2,Amygdaloid complex
-1.8349808,7.631383,Activated Microglia,Thalamus
-1.1243522,1.463862,Endothelial,Cerebral cortex
-0.9856375,12.274137,Pericyte,Pons
11.440553,3.1270802,Astrocyte,Cerebellum
2.1184344,-0.6265494,Oligodendrocyte,Hippocampus
-0.1776636,5.261377,Activated Microglia,Midbrain
-1.7265673,1.7005408,Endothelial,Basal nuclei
1.1415298,-7.203415,Unknown,Claustrum
-0.3782487,-9.552376,Unknown,Amygdaloid complex
-2.1476903,3.1145084,Activated Microglia,Cerebellum
-2.268378,15.142593,Pericyte,Basal nuclei
2.669586,1.4803452,Oligodendrocyte,Basal nuclei
1.6460745,-0.9286717,Oligodendrocyte,Pons
0.6503514,5.1196556,Activated Microglia,Thalamus
2.908643,-0.5643984,Oligodendrocyte,Cerebral cortex
-2.0796075,7.062929,Activated Microglia,Pons
3.4573712,14.36078,Astrocyte_2,Hippocampus
1.8514804,-7.5428085,Unknown,Pons
-3.34163,3.5579913,Activated Microglia,Spinal cord
8.479656,9.70549,Choroid Plexus,Pons
12.801885,4.1969113,Astrocyte,Hippocampus
0.7297975,6.52672,Activated Microglia,Amygdaloid complex
5.0358825,13.613224,Astrocyte_2,Cerebral cortex
-0.96614844,2.4997077,Endothelial,Myelencephalon
2.6333895,14.080056,Astrocyte_2,Cerebral cortex
2.0217285,1.4587656,Activated Microglia,Thalamus
-2.358489,3.033521,Activated Microglia,Pons
-0.8419874,0.6288869,Endothelial,Midbrain
-0.11666204,17.023027,Pericyte,Hypothalamus
1.0461301,3.1459951,Endothelial,Cerebral cortex
3.5389428,0.29247093,Oligodendrocyte,Midbrain
4.624707,13.837438,Astrocyte_2,Cerebral cortex
4.8191633,14.18675,Astrocyte_2,Hippocampus
1.2472342,-8.66258,Unknown,Cerebral cortex
1.0449482,1.4872671,Oligodendrocyte,Cerebral cortex
0.45927677,-10.293536,Unknown,Cerebral cortex
1.9169999,-0.64652693,Oligodendrocyte,Basal nuclei
-3.133827,3.6196675,Activated Microglia,Cerebellum
2.4951906,1.2124132,Oligodendrocyte,Midbrain
0.0903615,13.823115,Pericyte,Cerebellum
1.4931871,4.156178,Activated Microglia,Amygdaloid complex
11.816452,2.0474398,Astrocyte,Midbrain
3.569581,-8.212585,Unknown,Thalamus
13.026383,0.80333304,Astrocyte,Thalamus
12.273115,12.294921,Border Macrophage,Myelencephalon
1.327234,2.337488,Activated Microglia,Thalamus
0.16780634,15.9701395,Pericyte,Midbrain
2.7054272,15.79584,Astrocyte_2,Hippocampus
5.6677265,13.502125,Astrocyte_2,Cerebral cortex
-1.9043164,12.040097,Pericyte,Thalamus
-0.3097443,-1.1077257,Oligodendrocyte,Pons
1.9394474,4.2107596,Endothelial,Thalamus
-2.9933403,4.164929,Activated Microglia,Pons
-1.7207462,2.4027677,Endothelial,Midbrain
-0.38613343,-7.7173696,Unknown,Amygdaloid complex
-1.8057641,1.2968646,Endothelial,Cerebral cortex
0.009060198,0.008494097,Oligodendrocyte,Pons
3.1299582,-9.61614,Unknown,Amygdaloid complex
-2.7903442,4.092194,Activated Microglia,Midbrain
-2.887229,12.708432,Pericyte,Basal nuclei
-0.67829925,5.364413,Activated Microglia,Thalamus
2.0662022,15.582236,Pericyte,Thalamus
1.2331649,-1.1027166,Oligodendrocyte,Basal nuclei
-1.6193856,1.2395236,Endothelial,Basal nuclei
-0.892605,13.658537,Pericyte,Thalamus
-3.1937675,3.86178,Activated Microglia,Cerebellum
-2.1836543,12.702178,Pericyte,Basal nuclei
-2.9534643,3.2834277,Activated Microglia,Pons
4.9763274,4.374934,Oligodendrocyte,Hypothalamus
3.700197,-7.729549,Unknown,Thalamus
0.27863476,4.1345863,Activated Microglia,Basal nuclei
0.43310055,2.2482908,Endothelial,Hippocampus
-2.2093184,5.036167,Activated Microglia,Cerebellum
3.6837883,3.9551723,Activated Microglia,Thalamus
-3.9368782,2.254843,Endothelial,Pons
-1.8932484,0.64249957,Endothelial,Thalamus
0.78502816,2.7721064,Endothelial,Thalamus
3.9209492,0.9072246,Oligodendrocyte,Thalamus
-0.81668544,13.702472,Pericyte,Cerebellum
0.06838576,4.593429,Activated Microglia,Cerebellum
3.8242955,0.5936558,Oligodendrocyte,Hippocampus
2.4310882,1.6776525,Oligodendrocyte,Pons
-2.777733,2.625229,Endothelial,Midbrain
-1.0938696,6.8161516,Activated Microglia,Thalamus
0.8886968,3.1269937,Activated Microglia,Cerebral cortex
1.7795587,3.7339904,Activated Microglia,Hypothalamus
3.3465996,14.895861,Astrocyte_2,Cerebral cortex
-0.9756021,14.918073,Pericyte,Myelencephalon
-2.4475033,5.803423,Activated Microglia,Midbrain
11.354008,3.26561,Astrocyte,Cerebellum
4.060164,-8.629873,Unknown,Myelencephalon
11.934857,0.36513335,Astrocyte,Midbrain
-0.8546545,0.96049285,Endothelial,Basal nuclei
5.0907702,12.586678,Astrocyte_2,Cerebral cortex
0.87553054,2.6431475,Activated Microglia,Thalamus
1.8971701,0.11366052,Oligodendrocyte,Pons
-0.82697034,-9.459891,Unknown,Cerebral cortex
0.9696315,-1.4057392,Oligodendrocyte,Thalamus
3.638493,13.966598,Astrocyte_2,Hippocampus
0.36534214,3.746251,Activated Microglia,Hypothalamus
3.2510302,3.130076,Activated Microglia,Hippocampus
1.4249574,-2.180205,Oligodendrocyte,Thalamus
3.0419009,2.2812328,Oligodendrocyte,Hippocampus
3.8614745,-6.989626,Unknown,Myelencephalon
-1.7566276,5.5220757,Activated Microglia,Midbrain
3.4642997,14.489363,Astrocyte_2,Hippocampus
1.2877402,-7.5218706,Unknown,Cerebellum
1.2895501,-6.997441,Unknown,Midbrain
-1.2133144,0.34424043,Endothelial,Basal nuclei
2.24666,3.7769825,Endothelial,Cerebral cortex
4.3502593,14.584775,Astrocyte_2,Hippocampus
5.365602,14.419566,Astrocyte_2,Hippocampus
2.962114,1.8058662,Oligodendrocyte,Basal nuclei
8.357226,10.268717,Choroid Plexus,Midbrain
-1.0422783,4.187228,Activated Microglia,Pons
-2.5535564,18.310051,Unknown,Myelencephalon
0.7598486,-1.2223297,Oligodendrocyte,Pons
-2.478699,18.542469,Unknown,Myelencephalon
2.160544,-8.895525,Unknown,Cerebellum
0.009598539,15.733298,Pericyte,Midbrain
13.776206,3.1951747,Astrocyte,Hypothalamus
1.6172779,-2.1522315,Oligodendrocyte,Basal nuclei
2.057296,2.0495818,Activated Microglia,Thalamus
1.6641774,13.259669,Pericyte,Cerebral cortex
-2.3287275,3.4133487,Activated Microglia,Pons
3.6278038,-1.3193039,Oligodendrocyte,Basal forebrain
2.047351,-10.0175705,Unknown,Cerebral cortex
4.7613363,15.714207,Astrocyte_2,Basal forebrain
1.1851828,3.285489,Activated Microglia,Hypothalamus
-0.92950374,12.112677,Pericyte,Thalamus
-2.0228484,3.0072048,Activated Microglia,Pons
2.898468,5.192034,Activated Microglia,Basal nuclei
-0.73678327,1.8230641,Endothelial,Basal nuclei
11.01614,3.485735,Astrocyte,Hypothalamus
-0.15121561,16.842834,Pericyte,Hypothalamus
2.0192099,6.1626077,Activated Microglia,Thalamus
12.677098,3.9610302,Astrocyte,Hippocampus
0.089838386,-0.3146541,Oligodendrocyte,Basal forebrain
-0.51761,-0.4326418,Oligodendrocyte,Myelencephalon
-1.3415823,1.9352808,Endothelial,Thalamus
9.217073,6.668884,Fibroblast,Cerebral cortex
0.24647368,15.739154,Pericyte,Myelencephalon
5.8290606,14.005288,Astrocyte_2,Cerebral cortex
-3.297111,6.5655446,Activated Microglia,Midbrain
0.5460056,3.8767939,Activated Microglia,Cerebellum
-0.652465,14.659343,Pericyte,Basal nuclei
2.7376945,1.4275825,Oligodendrocyte,Myelencephalon
0.3892353,4.1161156,Activated Microglia,Cerebral cortex
2.084447,0.7789837,Oligodendrocyte,Cerebral cortex
3.1696768,-1.4450923,Oligodendrocyte,Basal nuclei
0.71602,-9.969642,Unknown,Cerebral cortex
3.0612843,1.1380178,Oligodendrocyte,Basal nuclei
-1.0172045,-7.850891,Unknown,Amygdaloid complex
2.6638536,-0.36675736,Oligodendrocyte,Thalamus
3.631081,-8.55503,Unknown,Myelencephalon
1.0245017,2.4925597,Activated Microglia,Midbrain
13.010123,3.466005,Astrocyte,Cerebral cortex
1.4837785,4.824583,Activated Microglia,Midbrain
4.064335,0.53259623,Oligodendrocyte,Thalamus
2.544054,-2.1414158,Oligodendrocyte,Midbrain
1.5817108,2.857319,Activated Microglia,Hippocampus
3.8532536,4.0746717,Activated Microglia,Thalamus
1.4775668,-1.7126137,Oligodendrocyte,Pons
11.261307,-0.438768,Astrocyte,Pons
-0.20296375,16.953814,Pericyte,Hypothalamus
-1.1795121,7.415199,Activated Microglia,Thalamus
2.4345734,-7.3257213,Unknown,Spinal cord
-2.8586607,12.827296,Pericyte,Basal nuclei
0.08907689,3.7598205,Activated Microglia,Cerebellum
11.970535,0.62506855,Astrocyte,Basal nuclei
-0.30260885,4.8649907,Activated Microglia,Cerebral cortex
11.774362,0.45079413,Astrocyte,Basal nuclei
6.64711,14.745049,Astrocyte_2,Cerebral cortex
2.5011804,-8.924018,Unknown,Cerebral cortex
-1.1746377,-0.9027019,Oligodendrocyte,Basal nuclei
-1.003398,13.248819,Pericyte,Basal forebrain
-1.0725439,4.6377587,Activated Microglia,Midbrain
-1.1214243,14.792006,Pericyte,Cerebellum
2.4775612,2.177287,Activated Microglia,Amygdaloid complex
1.7480522,-1.0292776,Oligodendrocyte,Pons
13.3360405,2.5587215,Astrocyte,Midbrain
-0.55208266,-8.542356,Unknown,Cerebral cortex
11.951622,1.9299159,Astrocyte,Basal nuclei
-0.4604322,0.086335674,Oligodendrocyte,Midbrain
2.571044,4.106761,Activated Microglia,Myelencephalon
1.0571641,-6.54835,Unknown,Pons
11.562401,1.5081426,Astrocyte,Midbrain
0.5768748,1.7194482,Endothelial,Thalamus
0.4913195,-0.80796355,Oligodendrocyte,Basal forebrain
6.075392,13.579752,Astrocyte_2,Cerebral cortex
11.514837,1.6914488,Astrocyte,Cerebellum
3.7458577,13.695647,Astrocyte_2,Hippocampus
1.4785427,3.8320727,Activated Microglia,Amygdaloid complex
-3.5920043,3.123493,Endothelial,Pons
-1.817087,14.404355,Pericyte,Midbrain
1.7735581,-8.517458,Unknown,Cerebellum
4.129672,13.866908,Astrocyte_2,Hippocampus
-3.028234,3.3292105,Activated Microglia,Basal forebrain
12.313209,1.6731373,Astrocyte,Myelencephalon
5.561532,12.78149,Astrocyte_2,Cerebral cortex
0.14818355,13.738104,Pericyte,Basal nuclei
-3.0016143,1.6162959,Endothelial,Pons
13.022748,1.4105693,Astrocyte,Cerebral cortex
2.8827982,-9.342389,Unknown,Cerebellum
1.1414295,1.9292274,Activated Microglia,Spinal cord
2.4097967,3.310356,Activated Microglia,Cerebral cortex
-3.84834,2.8617854,Endothelial,Pons
11.562826,3.1229692,Astrocyte,Midbrain
-2.4335942,2.4679284,Endothelial,Hypothalamus
2.202751,3.0695848,Activated Microglia,Midbrain
1.0421046,5.7101,Activated Microglia,Midbrain
5.161774,11.486609,Astrocyte_2,Cerebral cortex
-2.8862948,7.6014853,Activated Microglia,Midbrain
3.2823331,-7.815305,Unknown,Midbrain
2.0160892,-9.725128,Unknown,Cerebral cortex
-2.6482136,1.1444366,Endothelial,Myelencephalon
3.3790262,3.2277465,Activated Microglia,Hippocampus
-1.9656272,0.7442673,Endothelial,Basal nuclei
-0.70983535,15.4669285,Pericyte,Midbrain
13.658073,3.8841703,Astrocyte,Cerebral cortex
1.6069376,5.207793,Activated Microglia,Hypothalamus
3.7283766,-7.7502985,Unknown,Thalamus
13.572153,1.6157953,Astrocyte,Cerebellum
4.2330546,13.720043,Astrocyte_2,Hippocampus
-4.4321017,4.7283115,Activated Microglia,Midbrain
9.422647,1.0723193,nan,Amygdaloid complex
3.09677,5.852414,Activated Microglia,Thalamus
-0.15517393,-0.5107518,Oligodendrocyte,Pons
1.994335,20.524542,Ependymal,Cerebellum
5.4100046,14.337308,Astrocyte_2,Cerebral cortex
11.827974,8.763033,Fibroblast,Hippocampus
-3.310398,18.928432,Unknown,Basal forebrain
0.042084113,3.374073,Activated Microglia,Cerebral cortex
12.971142,3.7300925,Astrocyte,Hippocampus
-0.6880733,-1.1976143,Oligodendrocyte,Myelencephalon
11.459421,8.516662,Fibroblast,Basal nuclei
-0.63110906,5.397693,Activated Microglia,Basal nuclei
-2.1558397,-0.06970364,Endothelial,Basal nuclei
0.27159002,1.9425747,Endothelial,Basal nuclei
2.1681645,15.677617,Pericyte,Cerebral cortex
-1.295178,0.2238086,Endothelial,Basal nuclei
-0.26461443,-8.968474,Unknown,Hippocampus
1.2297074,-10.164122,Unknown,Cerebral cortex
1.6527973,-0.7905883,Oligodendrocyte,Cerebral cortex
1.790439,15.588792,Pericyte,Amygdaloid complex
1.9158492,2.233765,Activated Microglia,Thalamus
0.32952842,4.7964463,Activated Microglia,Cerebellum
0.06151495,7.1526737,Activated Microglia,Thalamus
1.6890343,2.840928,Activated Microglia,Cerebral cortex
11.821386,12.715903,Border Macrophage,Extended amygdala
9.902942,1.6458429,nan,Pons
12.414117,-0.46819246,Astrocyte,Basal nuclei
4.4080095,1.7293893,Oligodendrocyte,Hippocampus
1.210508,4.25911,Activated Microglia,Midbrain
2.9117844,0.6316158,Oligodendrocyte,Basal nuclei
12.0356865,2.3502986,Astrocyte,Midbrain
-0.3330446,7.1170325,Activated Microglia,Thalamus
-3.9353333,3.169736,Endothelial,Basal nuclei
-2.2428975,3.127118,Activated Microglia,Cerebellum
14.109291,1.807625,Astrocyte,Cerebral cortex
1.7906094,1.2187204,Oligodendrocyte,Pons
13.050187,0.89044225,Astrocyte,Thalamus
-3.0050135,2.7706237,Activated Microglia,Pons
-0.7081699,13.999579,Pericyte,Pons
6.330727,13.796894,Astrocyte_2,Cerebral cortex
1.1572833,4.429516,Activated Microglia,Cerebral cortex
-1.6015874,1.3366853,Oligodendrocyte,Pons
2.0362418,5.4665837,Activated Microglia,Cerebral cortex
-1.7318155,3.5715692,Activated Microglia,Myelencephalon
-0.00081896916,0.7879824,Endothelial,Cerebral cortex
3.70306,4.1865697,Activated Microglia,Hippocampus
0.79467005,14.1095705,Pericyte,Thalamus
11.985079,1.8539692,Astrocyte,Thalamus
-2.5847888,12.561304,Pericyte,Amygdaloid complex
3.6458573,3.7798061,Activated Microglia,Midbrain
5.011709,15.480094,Astrocyte_2,Hypothalamus
